task_ID,Gate_number,Floor_No,shift_no
T-011,7,0,2
T-011,7,0,3
T-011,7,0,4
T-011,8,0,1
T-011,8,0,2
T-011,8,0,3
T-011,8,0,4
T-011,9,0,1
T-011,9,0,2
T-011,9,0,3
T-011,9,0,4
T-011,10,0,1
T-011,10,0,2
T-011,10,0,3
T-011,10,0,4
T-011,11,0,1
T-011,11,0,2
T-011,11,0,3
T-011,11,0,4
T-011,12,0,1
T-011,12,0,2
T-011,12,0,3
T-011,12,0,4
T-011,13,0,1
T-011,13,0,2
T-011,13,0,3
T-011,13,0,4
T-011,14,0,1
T-011,14,0,2
T-011,14,0,3
T-011,14,0,4
T-011,15,0,1
T-011,15,0,2
T-011,15,0,3
T-011,15,0,4
T-011,16,0,1
T-011,16,0,2
T-011,16,0,3
T-011,16,0,4
T-011,17,0,1
T-011,17,0,2
T-011,17,0,3
T-011,17,0,4
T-011,18,0,1
T-011,18,0,2
T-011,18,0,3
T-011,18,0,4
T-011,19,0,1
T-011,19,0,2
T-011,19,0,3
T-011,19,0,4
T-011,20,0,1
T-011,20,0,2
T-011,20,0,3
T-011,20,0,4
T-011,21,0,1
T-011,21,0,2
T-011,21,0,3
T-011,21,0,4
T-011,22,0,1
T-011,22,0,2
T-011,22,0,3
T-011,22,0,4
T-011,23,0,1
T-011,23,0,2
T-011,23,0,3
T-011,23,0,4
T-011,24,0,1
T-011,24,0,2
T-011,24,0,3
T-011,24,0,4
T-011,25,0,1
T-011,25,0,2
T-011,25,0,3
T-011,25,0,4
T-011,26,0,1
T-011,26,0,2
T-011,26,0,3
T-011,26,0,4
T-011,27,1,1
T-011,27,1,2
T-011,27,1,3
T-011,27,1,4
T-011,28,1,1
T-011,28,1,2
T-011,28,1,3
T-011,28,1,4
T-011,29,1,1
T-011,29,1,2
T-011,29,1,3
T-011,29,1,4
T-011,30,1,1
T-011,30,1,2
T-011,30,1,3
T-011,30,1,4
T-011,31,1,1
T-011,31,1,2
T-011,31,1,3
T-011,31,1,4
T-011,32,1,1
T-011,32,1,2
T-011,32,1,3
T-011,32,1,4
T-011,33,1,1
T-011,33,1,2
T-011,33,1,3
T-011,33,1,4
T-011,34,1,1
T-011,34,1,2
T-011,34,1,3
T-011,34,1,4
T-011,35,1,1
T-011,35,1,2
T-011,35,1,3
T-011,35,1,4
T-011,36,1,1
T-011,36,1,2
T-011,36,1,3
T-011,36,1,4
T-011,37,1,1
T-011,37,1,2
T-011,37,1,3
T-011,37,1,4
T-011,38,1,1
T-011,38,1,2
T-011,38,1,3
T-011,38,1,4
T-011,39,1,1
T-011,39,1,2
T-011,39,1,3
T-011,39,1,4
T-011,40,1,1
T-011,40,1,2
T-011,40,1,3
T-011,40,1,4
T-011,41,1,1
T-011,41,1,2
T-011,41,1,3
T-011,41,1,4
T-011,42,1,1
T-011,42,1,2
T-011,42,1,3
T-011,42,1,4
T-011,43,1,1
T-011,43,1,2
T-011,43,1,3
T-011,43,1,4
T-011,44,1,1
T-011,44,1,2
T-011,44,1,3
T-011,44,1,4
T-011,45,1,1
T-011,45,1,2
T-011,45,1,3
T-011,45,1,4
T-011,46,1,1
T-011,46,1,2
T-011,46,1,3
T-011,46,1,4
T-011,47,1,1
T-011,47,1,2
T-011,47,1,3
T-011,47,1,4
T-011,48,1,1
T-011,48,1,2
T-011,48,1,3
T-011,48,1,4
T-011,49,1,1
T-011,49,1,2
T-011,49,1,3
T-011,49,1,4
T-011,50,1,1
T-011,50,1,2
T-011,50,1,3
T-011,50,1,4
T-011,51,1,1
T-011,51,1,2
T-011,51,1,3
T-011,51,1,4
T-011,52,1,1
T-011,52,1,2
T-011,52,1,3
T-011,52,1,4
T-011,53,1,1
T-011,53,1,2
T-011,53,1,3
T-011,53,1,4
T-011,54,1,1
T-011,54,1,2
T-011,54,1,3
T-011,54,1,4
T-011,55,1,1
T-011,55,1,2
T-011,55,1,3
T-011,55,1,4
T-011,56,1,1
T-011,56,1,2
T-011,56,1,3
T-011,56,1,4
T-011,57,1,1
T-011,57,1,2
T-011,57,1,3
T-011,57,1,4
T-011,58,1,1
T-011,58,1,2
T-011,58,1,3
T-011,58,1,4
T-011,59,1,1
T-011,59,1,2
T-011,59,1,3
T-011,59,1,4
T-011,60,1,1
T-011,60,1,2
T-011,60,1,3
T-011,60,1,4
T-011,61,1,1
T-011,61,1,2
T-011,61,1,3
T-011,61,1,4
T-011,62,1,1
T-011,62,1,2
T-011,62,1,3
T-011,62,1,4
T-011,63,2,1
T-011,63,2,2
T-011,63,2,3
T-011,63,2,4
T-011,64,2,1
T-011,64,2,2
T-011,64,2,3
T-011,64,2,4
T-011,65,2,1
T-011,65,2,2
T-011,65,2,3
T-011,65,2,4
T-011,66,2,1
T-011,66,2,2
T-011,66,2,3
T-011,66,2,4
T-011,67,2,1
T-011,67,2,2
T-011,67,2,3
T-011,67,2,4
T-011,69,2,1
T-011,69,2,2
T-011,69,2,3
T-011,69,2,4
T-011,70,2,1
T-011,70,2,2
T-011,70,2,3
T-011,70,2,4
T-011,71,2,1
T-011,71,2,2
T-011,71,2,3
T-011,71,2,4
T-011,72,2,1
T-011,72,2,2
T-011,72,2,3
T-011,72,2,4
T-011,73,2,1
T-011,73,2,2
T-011,73,2,3
T-011,73,2,4
T-011,74,2,1
T-011,74,2,2
T-011,74,2,3
T-011,74,2,4
T-011,75,2,1
T-011,75,2,2
T-011,75,2,3
T-011,75,2,4
T-011,76,2,1
T-011,76,2,2
T-011,76,2,3
T-011,76,2,4
T-011,78,2,1
T-011,78,2,2
T-011,78,2,3
T-011,78,2,4
T-011,63,3,1
T-011,63,3,2
T-011,63,3,3
T-011,63,3,4
T-011,65,3,1
T-011,65,3,2
T-011,65,3,3
T-011,65,3,4
T-011,66,3,1
T-011,66,3,2
T-011,66,3,3
T-011,66,3,4
T-011,67,3,1
T-011,67,3,2
T-011,67,3,3
T-011,67,3,4
T-011,68,3,1
T-011,68,3,2
T-011,68,3,3
T-011,68,3,4
T-011,69,3,1
T-011,69,3,2
T-011,69,3,3
T-011,69,3,4
T-011,70,3,1
T-011,70,3,2
T-011,70,3,3
T-011,70,3,4
T-011,71,3,1
T-011,71,3,2
T-011,71,3,3
T-011,71,3,4
T-011,72,3,1
T-011,72,3,2
T-011,72,3,3
T-011,72,3,4
T-011,75,3,1
T-011,75,3,2
T-011,75,3,3
T-011,75,3,4
T-011,76,3,1
T-011,76,3,2
T-011,76,3,3
T-011,76,3,4
T-011,77,3,1
T-011,77,3,2
T-011,77,3,3
T-011,77,3,4
T-011,65,4,1
T-011,65,4,2
T-011,65,4,3
T-011,65,4,4
T-011,68,4,1
T-011,68,4,2
T-011,68,4,3
T-011,68,4,4
T-011,69,4,1
T-011,69,4,2
T-011,69,4,3
T-011,69,4,4
T-011,72,4,1
T-011,72,4,2
T-011,72,4,3
T-011,72,4,4
T-011,73,4,1
T-011,73,4,2
T-011,73,4,3
T-011,73,4,4
T-011,74,4,1
T-011,74,4,2
T-011,74,4,3
T-011,74,4,4
T-011,75,4,1
T-011,75,4,2
T-011,75,4,3
T-011,75,4,4
T-011,76,4,1
T-011,76,4,2
T-011,76,4,3
T-011,76,4,4
T-011,78,4,1
T-011,78,4,2
T-011,78,4,3
T-011,78,4,4
T-011,65,5,1
T-011,65,5,2
T-011,65,5,3
T-011,65,5,4
T-011,66,5,1
T-011,66,5,2
T-011,66,5,3
T-011,66,5,4
T-011,71,5,1
T-011,71,5,2
T-011,71,5,3
T-011,71,5,4
T-011,74,5,1
T-011,74,5,2
T-011,74,5,3
T-011,74,5,4
T-011,77,5,1
T-011,77,5,2
T-011,77,5,3
T-011,77,5,4
T-011,78,5,1
T-011,78,5,2
T-011,78,5,3
T-011,78,5,4
T-012,0,0,1
T-012,0,0,2
T-012,0,0,3
T-012,0,0,4
T-012,1,0,1
T-012,1,0,2
T-012,1,0,3
T-012,1,0,4
T-012,2,0,1
T-012,2,0,2
T-012,2,0,3
T-012,2,0,4
T-012,3,0,1
T-012,3,0,2
T-012,3,0,3
T-012,3,0,4
T-012,4,0,1
T-012,4,0,2
T-012,4,0,3
T-012,4,0,4
T-012,5,0,1
T-012,5,0,2
T-012,5,0,3
T-012,5,0,4
T-012,6,0,1
T-012,6,0,2
T-012,6,0,3
T-012,6,0,4
T-012,7,0,1
T-012,7,0,2
T-012,7,0,3
T-012,7,0,4
T-012,8,0,1
T-012,8,0,2
T-012,8,0,3
T-012,8,0,4
T-012,9,0,1
T-012,9,0,2
T-012,9,0,3
T-012,9,0,4
T-012,10,0,1
T-012,10,0,2
T-012,10,0,3
T-012,10,0,4
T-012,11,0,1
T-012,11,0,2
T-012,11,0,3
T-012,11,0,4
T-012,12,0,1
T-012,12,0,2
T-012,12,0,3
T-012,12,0,4
T-012,13,0,1
T-012,13,0,2
T-012,13,0,3
T-012,13,0,4
T-012,14,0,1
T-012,14,0,2
T-012,14,0,3
T-012,14,0,4
T-012,15,0,1
T-012,15,0,2
T-012,15,0,3
T-012,15,0,4
T-012,16,0,1
T-012,16,0,2
T-012,16,0,3
T-012,16,0,4
T-012,17,0,1
T-012,17,0,2
T-012,17,0,3
T-012,17,0,4
T-012,18,0,1
T-012,18,0,2
T-012,18,0,3
T-012,18,0,4
T-012,19,0,1
T-012,19,0,2
T-012,19,0,3
T-012,19,0,4
T-012,20,0,1
T-012,20,0,2
T-012,20,0,3
T-012,20,0,4
T-012,21,0,1
T-012,21,0,2
T-012,21,0,3
T-012,21,0,4
T-012,22,0,1
T-012,22,0,2
T-012,22,0,3
T-012,22,0,4
T-012,23,0,1
T-012,23,0,2
T-012,23,0,3
T-012,23,0,4
T-012,24,0,1
T-012,24,0,2
T-012,24,0,3
T-012,24,0,4
T-012,25,0,1
T-012,25,0,2
T-012,25,0,3
T-012,25,0,4
T-012,26,0,1
T-012,26,0,2
T-012,26,0,3
T-012,26,0,4
T-012,27,1,1
T-012,27,1,2
T-012,27,1,3
T-012,27,1,4
T-012,28,1,1
T-012,28,1,2
T-012,28,1,3
T-012,28,1,4
T-012,29,1,1
T-012,29,1,2
T-012,29,1,3
T-012,29,1,4
T-012,30,1,1
T-012,30,1,2
T-012,30,1,3
T-012,30,1,4
T-012,31,1,1
T-012,31,1,2
T-012,31,1,3
T-012,31,1,4
T-012,32,1,1
T-012,32,1,2
T-012,32,1,3
T-012,32,1,4
T-012,33,1,1
T-012,33,1,2
T-012,33,1,3
T-012,33,1,4
T-012,34,1,1
T-012,34,1,2
T-012,34,1,3
T-012,34,1,4
T-012,35,1,1
T-012,35,1,2
T-012,35,1,3
T-012,35,1,4
T-012,36,1,1
T-012,36,1,2
T-012,36,1,3
T-012,36,1,4
T-012,37,1,1
T-012,37,1,2
T-012,37,1,3
T-012,37,1,4
T-012,38,1,1
T-012,38,1,2
T-012,38,1,3
T-012,38,1,4
T-012,39,1,1
T-012,39,1,2
T-012,39,1,3
T-012,39,1,4
T-012,40,1,1
T-012,40,1,2
T-012,40,1,3
T-012,40,1,4
T-012,41,1,1
T-012,41,1,2
T-012,41,1,3
T-012,41,1,4
T-012,42,1,1
T-012,42,1,2
T-012,42,1,3
T-012,42,1,4
T-012,43,1,1
T-012,43,1,2
T-012,43,1,3
T-012,43,1,4
T-012,44,1,1
T-012,44,1,2
T-012,44,1,3
T-012,44,1,4
T-012,45,1,1
T-012,45,1,2
T-012,45,1,3
T-012,45,1,4
T-012,46,1,1
T-012,46,1,2
T-012,46,1,3
T-012,46,1,4
T-012,47,1,1
T-012,47,1,2
T-012,47,1,3
T-012,47,1,4
T-012,48,1,1
T-012,48,1,2
T-012,48,1,3
T-012,48,1,4
T-012,49,1,1
T-012,49,1,2
T-012,49,1,3
T-012,49,1,4
T-012,50,1,1
T-012,50,1,2
T-012,50,1,3
T-012,50,1,4
T-012,51,1,1
T-012,51,1,2
T-012,51,1,3
T-012,51,1,4
T-012,52,1,1
T-012,52,1,2
T-012,52,1,3
T-012,52,1,4
T-012,53,1,1
T-012,53,1,2
T-012,53,1,3
T-012,53,1,4
T-012,54,1,1
T-012,54,1,2
T-012,54,1,3
T-012,54,1,4
T-012,55,1,1
T-012,55,1,2
T-012,55,1,3
T-012,55,1,4
T-012,56,1,1
T-012,56,1,2
T-012,56,1,3
T-012,56,1,4
T-012,57,1,1
T-012,57,1,2
T-012,57,1,3
T-012,57,1,4
T-012,58,1,1
T-012,58,1,2
T-012,58,1,3
T-012,58,1,4
T-012,59,1,1
T-012,59,1,2
T-012,59,1,3
T-012,59,1,4
T-012,60,1,1
T-012,60,1,2
T-012,60,1,3
T-012,60,1,4
T-012,61,1,1
T-012,61,1,2
T-012,61,1,3
T-012,61,1,4
T-012,62,1,1
T-012,62,1,2
T-012,62,1,3
T-012,62,1,4
T-012,63,2,1
T-012,63,2,2
T-012,63,2,3
T-012,63,2,4
T-012,64,2,1
T-012,64,2,2
T-012,64,2,3
T-012,64,2,4
T-012,65,2,1
T-012,65,2,2
T-012,65,2,3
T-012,65,2,4
T-012,66,2,1
T-012,66,2,2
T-012,66,2,3
T-012,66,2,4
T-012,67,2,1
T-012,67,2,2
T-012,67,2,3
T-012,67,2,4
T-012,69,2,1
T-012,69,2,2
T-012,69,2,3
T-012,69,2,4
T-012,70,2,1
T-012,70,2,2
T-012,70,2,3
T-012,70,2,4
T-012,71,2,1
T-012,71,2,2
T-012,71,2,3
T-012,71,2,4
T-012,72,2,1
T-012,72,2,2
T-012,72,2,3
T-012,72,2,4
T-012,73,2,1
T-012,73,2,2
T-012,73,2,3
T-012,73,2,4
T-012,74,2,1
T-012,74,2,2
T-012,74,2,3
T-012,74,2,4
T-012,75,2,1
T-012,75,2,2
T-012,75,2,3
T-012,75,2,4
T-012,76,2,1
T-012,76,2,2
T-012,76,2,3
T-012,76,2,4
T-012,78,2,1
T-012,78,2,2
T-012,78,2,3
T-012,78,2,4
T-012,63,3,1
T-012,63,3,2
T-012,63,3,3
T-012,63,3,4
T-012,65,3,1
T-012,65,3,2
T-012,65,3,3
T-012,65,3,4
T-012,66,3,1
T-012,66,3,2
T-012,66,3,3
T-012,66,3,4
T-012,67,3,1
T-012,67,3,2
T-012,67,3,3
T-012,67,3,4
T-012,68,3,1
T-012,68,3,2
T-012,68,3,3
T-012,68,3,4
T-012,69,3,1
T-012,69,3,2
T-012,69,3,3
T-012,69,3,4
T-012,70,3,1
T-012,70,3,2
T-012,70,3,3
T-012,70,3,4
T-012,71,3,1
T-012,71,3,2
T-012,71,3,3
T-012,71,3,4
T-012,72,3,1
T-012,72,3,2
T-012,72,3,3
T-012,72,3,4
T-012,75,3,1
T-012,75,3,2
T-012,75,3,3
T-012,75,3,4
T-012,76,3,1
T-012,76,3,2
T-012,76,3,3
T-012,76,3,4
T-012,77,3,1
T-012,77,3,2
T-012,77,3,3
T-012,77,3,4
T-012,65,4,1
T-012,65,4,2
T-012,65,4,3
T-012,65,4,4
T-012,68,4,1
T-012,68,4,2
T-012,68,4,3
T-012,68,4,4
T-012,69,4,1
T-012,69,4,2
T-012,69,4,3
T-012,69,4,4
T-012,72,4,1
T-012,72,4,2
T-012,72,4,3
T-012,72,4,4
T-012,73,4,1
T-012,73,4,2
T-012,73,4,3
T-012,73,4,4
T-012,74,4,1
T-012,74,4,2
T-012,74,4,3
T-012,74,4,4
T-012,75,4,1
T-012,75,4,2
T-012,75,4,3
T-012,75,4,4
T-012,76,4,1
T-012,76,4,2
T-012,76,4,3
T-012,76,4,4
T-012,78,4,1
T-012,78,4,2
T-012,78,4,3
T-012,78,4,4
T-012,65,5,1
T-012,65,5,2
T-012,65,5,3
T-012,65,5,4
T-012,66,5,1
T-012,66,5,2
T-012,66,5,3
T-012,66,5,4
T-012,71,5,1
T-012,71,5,2
T-012,71,5,3
T-012,71,5,4
T-012,74,5,1
T-012,74,5,2
T-012,74,5,3
T-012,74,5,4
T-012,77,5,1
T-012,77,5,2
T-012,77,5,3
T-012,77,5,4
T-012,78,5,1
T-012,78,5,2
T-012,78,5,3
T-012,78,5,4
T-013,0,0,1
T-013,0,0,2
T-013,0,0,3
T-013,0,0,4
T-013,1,0,1
T-013,1,0,2
T-013,1,0,3
T-013,1,0,4
T-013,2,0,1
T-013,2,0,2
T-013,2,0,3
T-013,2,0,4
T-013,3,0,1
T-013,3,0,2
T-013,3,0,3
T-013,3,0,4
T-013,4,0,1
T-013,4,0,2
T-013,4,0,3
T-013,4,0,4
T-013,5,0,1
T-013,5,0,2
T-013,5,0,3
T-013,5,0,4
T-013,6,0,1
T-013,6,0,2
T-013,6,0,3
T-013,6,0,4
T-013,7,0,1
T-013,7,0,2
T-013,7,0,3
T-013,7,0,4
T-013,8,0,1
T-013,8,0,2
T-013,8,0,3
T-013,8,0,4
T-013,9,0,1
T-013,9,0,2
T-013,9,0,3
T-013,9,0,4
T-013,10,0,1
T-013,10,0,2
T-013,10,0,3
T-013,10,0,4
T-013,11,0,1
T-013,11,0,2
T-013,11,0,3
T-013,11,0,4
T-013,12,0,1
T-013,12,0,2
T-013,12,0,3
T-013,12,0,4
T-013,13,0,1
T-013,13,0,2
T-013,13,0,3
T-013,13,0,4
T-013,14,0,1
T-013,14,0,2
T-013,14,0,3
T-013,14,0,4
T-013,15,0,1
T-013,15,0,2
T-013,15,0,3
T-013,15,0,4
T-013,16,0,1
T-013,16,0,2
T-013,16,0,3
T-013,16,0,4
T-013,17,0,1
T-013,17,0,2
T-013,17,0,3
T-013,17,0,4
T-013,18,0,1
T-013,18,0,2
T-013,18,0,3
T-013,18,0,4
T-013,19,0,1
T-013,19,0,2
T-013,19,0,3
T-013,19,0,4
T-013,20,0,1
T-013,20,0,2
T-013,20,0,3
T-013,20,0,4
T-013,21,0,1
T-013,21,0,2
T-013,21,0,3
T-013,21,0,4
T-013,22,0,1
T-013,22,0,2
T-013,22,0,3
T-013,22,0,4
T-013,23,0,1
T-013,23,0,2
T-013,23,0,3
T-013,23,0,4
T-013,24,0,1
T-013,24,0,2
T-013,24,0,3
T-013,24,0,4
T-013,25,0,1
T-013,25,0,2
T-013,25,0,3
T-013,25,0,4
T-013,26,0,1
T-013,26,0,2
T-013,26,0,3
T-013,26,0,4
T-013,27,1,1
T-013,27,1,2
T-013,27,1,3
T-013,27,1,4
T-013,28,1,1
T-013,28,1,2
T-013,28,1,3
T-013,28,1,4
T-013,29,1,1
T-013,29,1,2
T-013,29,1,3
T-013,29,1,4
T-013,30,1,1
T-013,30,1,2
T-013,30,1,3
T-013,30,1,4
T-013,31,1,1
T-013,31,1,2
T-013,31,1,3
T-013,31,1,4
T-013,32,1,1
T-013,32,1,2
T-013,32,1,3
T-013,32,1,4
T-013,33,1,1
T-013,33,1,2
T-013,33,1,3
T-013,33,1,4
T-013,34,1,1
T-013,34,1,2
T-013,34,1,3
T-013,34,1,4
T-013,35,1,1
T-013,35,1,2
T-013,35,1,3
T-013,35,1,4
T-013,36,1,1
T-013,36,1,2
T-013,36,1,3
T-013,36,1,4
T-013,37,1,1
T-013,37,1,2
T-013,37,1,3
T-013,37,1,4
T-013,38,1,1
T-013,38,1,2
T-013,38,1,3
T-013,38,1,4
T-013,39,1,1
T-013,39,1,2
T-013,39,1,3
T-013,39,1,4
T-013,40,1,1
T-013,40,1,2
T-013,40,1,3
T-013,40,1,4
T-013,41,1,1
T-013,41,1,2
T-013,41,1,3
T-013,41,1,4
T-013,42,1,1
T-013,42,1,2
T-013,42,1,3
T-013,42,1,4
T-013,43,1,1
T-013,43,1,2
T-013,43,1,3
T-013,43,1,4
T-013,44,1,1
T-013,44,1,2
T-013,44,1,3
T-013,44,1,4
T-013,45,1,1
T-013,45,1,2
T-013,45,1,3
T-013,45,1,4
T-013,46,1,1
T-013,46,1,2
T-013,46,1,3
T-013,46,1,4
T-013,47,1,1
T-013,47,1,2
T-013,47,1,3
T-013,47,1,4
T-013,48,1,1
T-013,48,1,2
T-013,48,1,3
T-013,48,1,4
T-013,49,1,1
T-013,49,1,2
T-013,49,1,3
T-013,49,1,4
T-013,50,1,1
T-013,50,1,2
T-013,50,1,3
T-013,50,1,4
T-013,51,1,1
T-013,51,1,2
T-013,51,1,3
T-013,51,1,4
T-013,52,1,1
T-013,52,1,2
T-013,52,1,3
T-013,52,1,4
T-013,53,1,1
T-013,53,1,2
T-013,53,1,3
T-013,53,1,4
T-013,54,1,1
T-013,54,1,2
T-013,54,1,3
T-013,54,1,4
T-013,55,1,1
T-013,55,1,2
T-013,55,1,3
T-013,55,1,4
T-013,56,1,1
T-013,56,1,2
T-013,56,1,3
T-013,56,1,4
T-013,57,1,1
T-013,57,1,2
T-013,57,1,3
T-013,57,1,4
T-013,58,1,1
T-013,58,1,2
T-013,58,1,3
T-013,58,1,4
T-013,59,1,1
T-013,59,1,2
T-013,59,1,3
T-013,59,1,4
T-013,60,1,1
T-013,60,1,2
T-013,60,1,3
T-013,60,1,4
T-013,61,1,1
T-013,61,1,2
T-013,61,1,3
T-013,61,1,4
T-013,62,1,1
T-013,62,1,2
T-013,62,1,3
T-013,62,1,4
T-013,63,2,1
T-013,63,2,2
T-013,63,2,3
T-013,63,2,4
T-013,64,2,1
T-013,64,2,2
T-013,64,2,3
T-013,64,2,4
T-013,65,2,1
T-013,65,2,2
T-013,65,2,3
T-013,65,2,4
T-013,66,2,1
T-013,66,2,2
T-013,66,2,3
T-013,66,2,4
T-013,67,2,1
T-013,67,2,2
T-013,67,2,3
T-013,67,2,4
T-013,69,2,1
T-013,69,2,2
T-013,69,2,3
T-013,69,2,4
T-013,70,2,1
T-013,70,2,2
T-013,70,2,3
T-013,70,2,4
T-013,71,2,1
T-013,71,2,2
T-013,71,2,3
T-013,71,2,4
T-013,72,2,1
T-013,72,2,2
T-013,72,2,3
T-013,72,2,4
T-013,73,2,1
T-013,73,2,2
T-013,73,2,3
T-013,73,2,4
T-013,74,2,1
T-013,74,2,2
T-013,74,2,3
T-013,74,2,4
T-013,75,2,1
T-013,75,2,2
T-013,75,2,3
T-013,75,2,4
T-013,76,2,1
T-013,76,2,2
T-013,76,2,3
T-013,76,2,4
T-013,78,2,1
T-013,78,2,2
T-013,78,2,3
T-013,78,2,4
T-013,63,3,1
T-013,63,3,2
T-013,63,3,3
T-013,63,3,4
T-013,65,3,1
T-013,65,3,2
T-013,65,3,3
T-013,65,3,4
T-013,66,3,1
T-013,66,3,2
T-013,66,3,3
T-013,66,3,4
T-013,67,3,1
T-013,67,3,2
T-013,67,3,3
T-013,67,3,4
T-013,68,3,1
T-013,68,3,2
T-013,68,3,3
T-013,68,3,4
T-013,69,3,1
T-013,69,3,2
T-013,69,3,3
T-013,69,3,4
T-013,70,3,1
T-013,70,3,2
T-013,70,3,3
T-013,70,3,4
T-013,71,3,1
T-013,71,3,2
T-013,71,3,3
T-013,71,3,4
T-013,72,3,1
T-013,72,3,2
T-013,72,3,3
T-013,72,3,4
T-013,75,3,1
T-013,75,3,2
T-013,75,3,3
T-013,75,3,4
T-013,76,3,1
T-013,76,3,2
T-013,76,3,3
T-013,76,3,4
T-013,77,3,1
T-013,77,3,2
T-013,77,3,3
T-013,77,3,4
T-013,65,4,1
T-013,65,4,2
T-013,65,4,3
T-013,65,4,4
T-013,68,4,1
T-013,68,4,2
T-013,68,4,3
T-013,68,4,4
T-013,69,4,1
T-013,69,4,2
T-013,69,4,3
T-013,69,4,4
T-013,72,4,1
T-013,72,4,2
T-013,72,4,3
T-013,72,4,4
T-013,73,4,1
T-013,73,4,2
T-013,73,4,3
T-013,73,4,4
T-013,74,4,1
T-013,74,4,2
T-013,74,4,3
T-013,74,4,4
T-013,75,4,1
T-013,75,4,2
T-013,75,4,3
T-013,75,4,4
T-013,76,4,1
T-013,76,4,2
T-013,76,4,3
T-013,76,4,4
T-013,78,4,1
T-013,78,4,2
T-013,78,4,3
T-013,78,4,4
T-013,65,5,1
T-013,65,5,2
T-013,65,5,3
T-013,65,5,4
T-013,66,5,1
T-013,66,5,2
T-013,66,5,3
T-013,66,5,4
T-013,71,5,1
T-013,71,5,2
T-013,71,5,3
T-013,71,5,4
T-013,74,5,1
T-013,74,5,2
T-013,74,5,3
T-013,74,5,4
T-013,77,5,1
T-013,77,5,2
T-013,77,5,3
T-013,77,5,4
T-013,78,5,1
T-013,78,5,2
T-013,78,5,3
T-013,78,5,4
T-014,0,0,1
T-014,0,0,2
T-014,0,0,3
T-014,0,0,4
T-014,1,0,1
T-014,1,0,2
T-014,1,0,3
T-014,1,0,4
T-014,2,0,1
T-014,2,0,2
T-014,2,0,3
T-014,2,0,4
T-014,3,0,1
T-014,3,0,2
T-014,3,0,3
T-014,3,0,4
T-014,4,0,1
T-014,4,0,2
T-014,4,0,3
T-014,4,0,4
T-014,5,0,1
T-014,5,0,2
T-014,5,0,3
T-014,5,0,4
T-014,6,0,1
T-014,6,0,2
T-014,6,0,3
T-014,6,0,4
T-014,7,0,1
T-014,7,0,2
T-014,7,0,3
T-014,7,0,4
T-014,8,0,1
T-014,8,0,2
T-014,8,0,3
T-014,8,0,4
T-014,9,0,1
T-014,9,0,2
T-014,9,0,3
T-014,9,0,4
T-014,10,0,1
T-014,10,0,2
T-014,10,0,3
T-014,10,0,4
T-014,11,0,1
T-014,11,0,2
T-014,11,0,3
T-014,11,0,4
T-014,12,0,1
T-014,12,0,2
T-014,12,0,3
T-014,12,0,4
T-014,13,0,1
T-014,13,0,2
T-014,13,0,3
T-014,13,0,4
T-014,14,0,1
T-014,14,0,2
T-014,14,0,3
T-014,14,0,4
T-014,15,0,1
T-014,15,0,2
T-014,15,0,3
T-014,15,0,4
T-014,16,0,1
T-014,16,0,2
T-014,16,0,3
T-014,16,0,4
T-014,17,0,1
T-014,17,0,2
T-014,17,0,3
T-014,17,0,4
T-014,18,0,1
T-014,18,0,2
T-014,18,0,3
T-014,18,0,4
T-014,19,0,1
T-014,19,0,2
T-014,19,0,3
T-014,19,0,4
T-014,20,0,1
T-014,20,0,2
T-014,20,0,3
T-014,20,0,4
T-014,21,0,1
T-014,21,0,2
T-014,21,0,3
T-014,21,0,4
T-014,22,0,1
T-014,22,0,2
T-014,22,0,3
T-014,22,0,4
T-014,23,0,1
T-014,23,0,2
T-014,23,0,3
T-014,23,0,4
T-014,24,0,1
T-014,24,0,2
T-014,24,0,3
T-014,24,0,4
T-014,25,0,1
T-014,25,0,2
T-014,25,0,3
T-014,25,0,4
T-014,26,0,1
T-014,26,0,2
T-014,26,0,3
T-014,26,0,4
T-014,27,1,1
T-014,27,1,2
T-014,27,1,3
T-014,27,1,4
T-014,28,1,1
T-014,28,1,2
T-014,28,1,3
T-014,28,1,4
T-014,29,1,1
T-014,29,1,2
T-014,29,1,3
T-014,29,1,4
T-014,30,1,1
T-014,30,1,2
T-014,30,1,3
T-014,30,1,4
T-014,31,1,1
T-014,31,1,2
T-014,31,1,3
T-014,31,1,4
T-014,32,1,1
T-014,32,1,2
T-014,32,1,3
T-014,32,1,4
T-014,33,1,1
T-014,33,1,2
T-014,33,1,3
T-014,33,1,4
T-014,34,1,1
T-014,34,1,2
T-014,34,1,3
T-014,34,1,4
T-014,35,1,1
T-014,35,1,2
T-014,35,1,3
T-014,35,1,4
T-014,36,1,1
T-014,36,1,2
T-014,36,1,3
T-014,36,1,4
T-014,37,1,1
T-014,37,1,2
T-014,37,1,3
T-014,37,1,4
T-014,38,1,1
T-014,38,1,2
T-014,38,1,3
T-014,38,1,4
T-014,39,1,1
T-014,39,1,2
T-014,39,1,3
T-014,39,1,4
T-014,40,1,1
T-014,40,1,2
T-014,40,1,3
T-014,40,1,4
T-014,41,1,1
T-014,41,1,2
T-014,41,1,3
T-014,41,1,4
T-014,42,1,1
T-014,42,1,2
T-014,42,1,3
T-014,42,1,4
T-014,43,1,1
T-014,43,1,2
T-014,43,1,3
T-014,43,1,4
T-014,44,1,1
T-014,44,1,2
