task_ID,Floor_No,Gate_number,Criticality,Number_of_Personnel,Cluster,crew_demand,shift_no,date
T-011,0,0,1,53,0,3,2,2023-10-08
T-011,0,0,1,53,0,5,2,2023-12-08
T-011,0,0,1,53,0,5,2,2023-05-14
T-011,0,0,1,53,0,1,2,2023-07-17
T-011,0,0,1,53,0,0,2,2023-02-01
T-011,0,0,1,53,0,5,2,2023-02-13
T-011,0,0,1,53,0,7,2,2023-06-14
T-011,0,0,1,53,0,3,2,2023-01-06
T-011,0,0,1,53,0,6,3,2023-08-03
T-011,0,0,1,53,0,3,3,2023-04-10
T-011,0,0,1,53,0,1,3,2023-12-30
T-011,0,0,1,53,0,9,3,2023-08-20
T-011,0,0,1,53,0,9,3,2023-04-24
T-011,0,0,1,53,0,10,3,2023-02-14
T-011,0,0,1,53,0,6,3,2023-04-25
T-011,0,0,1,53,0,6,3,2023-02-02
T-011,0,0,1,53,0,0,3,2023-03-12
T-011,0,0,1,53,0,1,3,2023-07-07
T-011,0,0,1,53,0,1,3,2023-06-21
T-011,0,0,1,53,0,8,3,2023-04-13
T-011,0,0,1,53,0,0,3,2023-07-15
T-011,0,0,1,53,0,9,3,2023-09-18
T-011,0,0,1,53,0,0,3,2023-04-25
T-011,0,0,1,53,0,6,3,2023-01-05
T-011,0,0,1,53,0,0,3,2023-07-10
T-011,0,0,1,53,0,10,3,2023-09-15
T-011,0,0,1,53,0,5,3,2023-08-19
T-011,0,0,1,53,0,0,3,2023-03-23
T-011,0,0,1,53,0,4,3,2023-09-21
T-011,0,0,1,53,0,4,3,2023-09-07
T-011,0,0,1,53,0,9,3,2023-05-12
T-011,0,0,1,53,0,2,3,2023-06-10
T-011,0,0,1,53,0,5,3,2023-04-06
T-011,0,0,1,53,0,4,3,2023-06-22
T-011,0,0,1,53,0,5,3,2023-03-05
T-011,0,0,1,53,0,3,3,2023-06-15
T-011,0,0,1,53,0,1,3,2023-01-05
T-011,0,0,1,53,0,5,3,2023-10-14
T-011,0,0,1,53,0,2,3,2023-05-24
T-011,0,0,1,53,0,6,3,2023-05-08
T-011,0,0,1,53,0,1,3,2023-01-08
T-011,0,0,1,53,0,9,3,2023-11-25
T-011,0,0,1,53,0,4,3,2023-02-05
T-011,0,0,1,53,0,4,3,2023-08-04
T-011,0,0,1,53,0,9,3,2023-01-22
T-011,0,0,1,53,0,5,3,2023-10-16
T-011,0,0,1,53,0,1,3,2023-11-20
T-011,0,0,1,53,0,5,3,2023-07-22
T-011,0,0,1,53,0,0,4,2023-08-08
T-011,0,0,1,53,0,6,4,2023-03-31
T-011,0,0,1,53,0,5,4,2023-05-28
T-011,0,0,1,53,0,10,4,2023-02-28
T-011,0,0,1,53,0,7,4,2023-01-03
T-011,0,0,1,53,0,0,4,2023-06-10
T-011,0,0,1,53,0,9,4,2023-07-16
T-011,0,0,1,53,0,2,4,2023-10-01
T-011,0,0,1,53,0,9,4,2023-08-25
T-011,0,0,1,53,0,9,4,2023-08-16
T-011,0,0,1,53,0,0,4,2023-03-11
T-011,0,0,1,53,0,7,4,2023-12-21
T-011,0,0,1,53,0,1,4,2023-05-02
T-011,0,0,1,53,0,4,4,2023-01-25
T-011,0,0,1,53,0,2,4,2023-02-26
T-011,0,0,1,53,0,9,4,2023-07-07
T-011,0,0,1,53,0,8,4,2023-12-25
T-011,0,0,1,53,0,10,4,2023-09-17
T-011,0,0,1,53,0,10,4,2023-07-17
T-011,0,0,1,53,0,3,4,2023-06-22
T-011,0,0,1,53,0,3,4,2023-04-16
T-011,0,0,1,53,0,7,4,2023-06-26
T-011,0,0,1,53,0,2,4,2023-01-16
T-011,0,0,1,53,0,2,4,2023-03-05
T-011,0,0,1,53,0,2,4,2023-09-13
T-011,0,0,1,53,0,10,4,2023-07-24
T-011,0,0,1,53,0,6,4,2023-03-06
T-011,0,0,1,53,0,5,4,2023-06-04
T-011,0,0,1,53,0,7,4,2023-11-01
T-011,0,0,1,53,0,10,4,2023-01-05
T-011,0,0,1,53,0,0,4,2023-05-19
T-011,0,0,1,53,0,6,4,2023-04-16
T-011,0,0,1,53,0,0,4,2023-04-15
T-011,0,0,1,53,0,3,4,2023-11-04
T-011,0,0,1,53,0,9,4,2023-02-27
T-011,0,0,1,53,0,7,4,2023-12-25
T-011,0,0,1,53,0,2,4,2023-04-10
T-011,0,0,1,53,0,4,4,2023-06-13
T-011,0,0,1,53,0,4,4,2023-05-29
T-011,0,0,1,53,0,7,4,2023-05-28
T-012,0,0,1,50,0,3,1,2023-05-22
T-012,0,0,1,50,0,8,1,2023-12-07
T-012,0,0,1,50,0,5,1,2023-12-17
T-012,0,0,1,50,0,9,1,2023-03-18
T-012,0,0,1,50,0,3,1,2023-01-17
T-012,0,0,1,50,0,0,1,2023-07-26
T-012,0,0,1,50,0,0,1,2023-03-27
T-012,0,0,1,50,0,8,1,2023-09-15
T-012,0,0,1,50,0,6,1,2023-10-05
T-012,0,0,1,50,0,9,1,2023-01-05
T-012,0,0,1,50,0,2,1,2023-03-14
T-012,0,0,1,50,0,8,1,2023-10-10
T-012,0,0,1,50,0,7,1,2023-11-14
T-012,0,0,1,50,0,3,1,2023-08-09
T-012,0,0,1,50,0,0,1,2023-04-24
T-012,0,0,1,50,0,0,1,2023-04-05
T-012,0,0,1,50,0,1,1,2023-12-20
T-012,0,0,1,50,0,5,1,2023-12-26
T-012,0,0,1,50,0,6,1,2023-04-27
T-012,0,0,1,50,0,5,1,2023-05-22
T-012,0,0,1,50,0,2,1,2023-01-20
T-012,0,0,1,50,0,0,1,2023-04-08
T-012,0,0,1,50,0,3,1,2023-07-07
T-012,0,0,1,50,0,2,1,2023-09-16
T-012,0,0,1,50,0,7,1,2023-05-14
T-012,0,0,1,50,0,6,1,2023-12-22
T-012,0,0,1,50,0,6,1,2023-09-25
T-012,0,0,1,50,0,5,1,2023-03-10
T-012,0,0,1,50,0,1,1,2023-12-31
T-012,0,0,1,50,0,4,1,2023-02-19
T-012,0,0,1,50,0,5,1,2023-08-19
T-012,0,0,1,50,0,6,1,2023-08-10
T-012,0,0,1,50,0,7,1,2023-09-06
T-012,0,0,1,50,0,4,1,2023-01-21
T-012,0,0,1,50,0,3,1,2023-10-23
T-012,0,0,1,50,0,9,1,2023-11-12
T-012,0,0,1,50,0,1,1,2023-11-23
T-012,0,0,1,50,0,4,1,2023-08-20
T-012,0,0,1,50,0,6,1,2023-12-03
T-012,0,0,1,50,0,2,1,2023-06-26
T-012,0,0,1,50,0,9,2,2023-07-15
T-012,0,0,1,50,0,10,2,2023-08-06
T-012,0,0,1,50,0,5,2,2023-08-27
T-012,0,0,1,50,0,0,2,2023-06-18
T-012,0,0,1,50,0,8,2,2023-09-05
T-012,0,0,1,50,0,10,2,2023-08-30
T-012,0,0,1,50,0,2,2,2023-07-12
T-012,0,0,1,50,0,6,2,2023-10-07
T-012,0,0,1,50,0,1,2,2023-12-27
T-012,0,0,1,50,0,8,2,2023-06-29
T-012,0,0,1,50,0,6,2,2023-11-03
T-012,0,0,1,50,0,9,2,2023-04-29
T-012,0,0,1,50,0,2,2,2023-01-25
T-012,0,0,1,50,0,6,2,2023-05-06
T-012,0,0,1,50,0,1,2,2023-02-20
T-012,0,0,1,50,0,0,2,2023-09-06
T-012,0,0,1,50,0,10,2,2023-07-13
T-012,0,0,1,50,0,6,2,2023-05-24
T-012,0,0,1,50,0,0,2,2023-02-06
T-012,0,0,1,50,0,2,2,2023-10-15
T-012,0,0,1,50,0,3,2,2023-10-12
T-012,0,0,1,50,0,5,2,2023-12-03
T-012,0,0,1,50,0,5,2,2023-01-16
T-012,0,0,1,50,0,5,2,2023-05-19
T-012,0,0,1,50,0,5,2,2023-09-26
T-012,0,0,1,50,0,6,2,2023-07-28
T-012,0,0,1,50,0,10,2,2023-05-17
T-012,0,0,1,50,0,9,2,2023-12-05
T-012,0,0,1,50,0,6,2,2023-08-31
T-012,0,0,1,50,0,5,2,2023-05-14
T-012,0,0,1,50,0,3,2,2023-06-14
T-012,0,0,1,50,0,1,2,2023-09-05
T-012,0,0,1,50,0,2,2,2023-02-05
T-012,0,0,1,50,0,8,2,2023-02-06
T-012,0,0,1,50,0,1,2,2023-10-07
T-012,0,0,1,50,0,2,2,2023-06-30
T-012,0,0,1,50,0,3,2,2023-12-28
T-012,0,0,1,50,0,10,2,2023-07-17
T-012,0,0,1,50,0,3,2,2023-12-24
T-012,0,0,1,50,0,2,2,2023-09-02
T-012,0,0,1,50,0,6,3,2023-05-20
T-012,0,0,1,50,0,2,3,2023-07-25
T-012,0,0,1,50,0,10,3,2023-11-21
T-012,0,0,1,50,0,0,3,2023-07-23
T-012,0,0,1,50,0,8,3,2023-11-16
T-012,0,0,1,50,0,7,3,2023-01-20
T-012,0,0,1,50,0,8,3,2023-10-26
T-012,0,0,1,50,0,7,3,2023-05-19
T-012,0,0,1,50,0,0,3,2023-03-19
T-012,0,0,1,50,0,8,3,2023-03-16
T-012,0,0,1,50,0,9,3,2023-07-22
T-012,0,0,1,50,0,9,3,2023-09-12
T-012,0,0,1,50,0,2,3,2023-07-21
T-012,0,0,1,50,0,7,3,2023-05-09
T-012,0,0,1,50,0,2,3,2023-04-29
T-012,0,0,1,50,0,5,3,2023-08-24
T-012,0,0,1,50,0,8,3,2023-05-26
T-012,0,0,1,50,0,1,3,2023-01-20
T-012,0,0,1,50,0,0,3,2023-09-21
T-012,0,0,1,50,0,10,3,2023-11-17
T-012,0,0,1,50,0,10,3,2023-10-02
T-012,0,0,1,50,0,7,3,2023-04-14
T-012,0,0,1,50,0,7,3,2023-03-25
T-012,0,0,1,50,0,8,3,2023-03-28
T-012,0,0,1,50,0,9,3,2023-11-06
T-012,0,0,1,50,0,4,3,2023-04-26
T-012,0,0,1,50,0,4,3,2023-01-07
T-012,0,0,1,50,0,7,3,2023-09-12
T-012,0,0,1,50,0,2,3,2023-08-30
T-012,0,0,1,50,0,5,3,2023-06-15
T-012,0,0,1,50,0,10,3,2023-05-27
T-012,0,0,1,50,0,0,3,2023-04-13
T-012,0,0,1,50,0,4,3,2023-09-07
T-012,0,0,1,50,0,8,3,2023-03-19
T-012,0,0,1,50,0,10,3,2023-09-17
T-012,0,0,1,50,0,1,3,2023-11-30
T-012,0,0,1,50,0,7,3,2023-09-26
T-012,0,0,1,50,0,4,3,2023-06-29
T-012,0,0,1,50,0,0,3,2023-01-11
T-012,0,0,1,50,0,10,3,2023-12-23
T-012,0,0,1,50,0,3,4,2023-03-13
T-012,0,0,1,50,0,2,4,2023-05-20
T-012,0,0,1,50,0,5,4,2023-10-04
T-012,0,0,1,50,0,0,4,2023-10-30
T-012,0,0,1,50,0,10,4,2023-06-03
T-012,0,0,1,50,0,5,4,2023-12-06
T-012,0,0,1,50,0,5,4,2023-03-29
T-012,0,0,1,50,0,9,4,2023-05-13
T-012,0,0,1,50,0,7,4,2023-08-04
T-012,0,0,1,50,0,6,4,2023-08-20
T-012,0,0,1,50,0,4,4,2023-05-10
T-012,0,0,1,50,0,1,4,2023-07-11
T-012,0,0,1,50,0,3,4,2023-11-26
T-012,0,0,1,50,0,0,4,2023-03-04
T-012,0,0,1,50,0,5,4,2023-08-06
T-012,0,0,1,50,0,8,4,2023-09-04
T-012,0,0,1,50,0,7,4,2023-07-12
T-012,0,0,1,50,0,10,4,2023-12-15
T-012,0,0,1,50,0,2,4,2023-07-22
T-012,0,0,1,50,0,2,4,2023-05-31
T-012,0,0,1,50,0,8,4,2023-08-18
T-012,0,0,1,50,0,5,4,2023-06-21
T-012,0,0,1,50,0,3,4,2023-12-07
T-012,0,0,1,50,0,6,4,2023-12-24
T-012,0,0,1,50,0,5,4,2023-07-23
T-012,0,0,1,50,0,9,4,2023-01-01
T-012,0,0,1,50,0,1,4,2023-03-20
T-012,0,0,1,50,0,0,4,2023-05-13
T-012,0,0,1,50,0,4,4,2023-02-08
T-012,0,0,1,50,0,0,4,2023-11-27
T-012,0,0,1,50,0,7,4,2023-05-26
T-012,0,0,1,50,0,8,4,2023-09-12
T-012,0,0,1,50,0,6,4,2023-09-07
T-012,0,0,1,50,0,7,4,2023-11-09
T-012,0,0,1,50,0,10,4,2023-03-20
T-012,0,0,1,50,0,0,4,2023-07-15
T-012,0,0,1,50,0,1,4,2023-03-13
T-012,0,0,1,50,0,1,4,2023-11-14
T-012,0,0,1,50,0,0,4,2023-01-12
T-012,0,0,1,50,0,0,4,2023-12-31
T-013,0,0,2,53,0,0,1,2023-04-21
T-013,0,0,2,53,0,3,1,2023-09-12
T-013,0,0,2,53,0,7,1,2023-04-26
T-013,0,0,2,53,0,10,1,2023-09-19
T-013,0,0,2,53,0,1,1,2023-10-17
T-013,0,0,2,53,0,0,1,2023-04-22
T-013,0,0,2,53,0,7,1,2023-08-23
T-013,0,0,2,53,0,1,1,2023-08-14
T-013,0,0,2,53,0,8,1,2023-07-02
T-013,0,0,2,53,0,0,1,2023-09-19
T-013,0,0,2,53,0,7,1,2023-04-17
T-013,0,0,2,53,0,7,1,2023-03-20
T-013,0,0,2,53,0,8,1,2023-08-31
T-013,0,0,2,53,0,9,1,2023-11-01
T-013,0,0,2,53,0,2,1,2023-09-25
T-013,0,0,2,53,0,4,1,2023-03-04
T-013,0,0,2,53,0,4,1,2023-05-31
T-013,0,0,2,53,0,1,1,2023-07-23
T-013,0,0,2,53,0,4,1,2023-01-26
T-013,0,0,2,53,0,7,1,2023-04-16
T-013,0,0,2,53,0,6,1,2023-03-16
T-013,0,0,2,53,0,3,1,2023-09-01
T-013,0,0,2,53,0,5,1,2023-01-14
T-013,0,0,2,53,0,1,1,2023-02-16
T-013,0,0,2,53,0,3,1,2023-08-18
T-013,0,0,2,53,0,3,1,2023-03-12
T-013,0,0,2,53,0,9,1,2023-06-08
T-013,0,0,2,53,0,9,1,2023-06-13
T-013,0,0,2,53,0,10,1,2023-11-21
T-013,0,0,2,53,0,0,1,2023-09-23
T-013,0,0,2,53,0,2,1,2023-10-11
T-013,0,0,2,53,0,0,1,2023-11-16
T-013,0,0,2,53,0,5,1,2023-02-19
T-013,0,0,2,53,0,2,1,2023-09-18
T-013,0,0,2,53,0,1,1,2023-09-25
T-013,0,0,2,53,0,4,1,2023-04-22
T-013,0,0,2,53,0,5,1,2023-03-02
T-013,0,0,2,53,0,10,1,2023-09-05
T-013,0,0,2,53,0,0,1,2023-12-20
T-013,0,0,2,53,0,9,1,2023-06-05
T-013,0,0,2,53,0,9,2,2023-08-28
T-013,0,0,2,53,0,5,2,2023-07-13
T-013,0,0,2,53,0,4,2,2023-04-16
T-013,0,0,2,53,0,0,2,2023-05-14
T-013,0,0,2,53,0,10,2,2023-06-08
T-013,0,0,2,53,0,4,2,2023-09-01
T-013,0,0,2,53,0,5,2,2023-10-25
T-013,0,0,2,53,0,3,2,2023-08-13
T-013,0,0,2,53,0,0,2,2023-09-27
T-013,0,0,2,53,0,6,2,2023-01-14
T-013,0,0,2,53,0,5,2,2023-07-24
T-013,0,0,2,53,0,1,2,2023-01-21
T-013,0,0,2,53,0,10,2,2023-05-08
T-013,0,0,2,53,0,5,2,2023-09-30
T-013,0,0,2,53,0,9,2,2023-01-02
T-013,0,0,2,53,0,8,2,2023-12-26
T-013,0,0,2,53,0,2,2,2023-08-05
T-013,0,0,2,53,0,10,2,2023-08-25
T-013,0,0,2,53,0,9,2,2023-10-18
T-013,0,0,2,53,0,5,2,2023-07-29
T-013,0,0,2,53,0,4,2,2023-08-22
T-013,0,0,2,53,0,3,2,2023-12-29
T-013,0,0,2,53,0,10,2,2023-06-13
T-013,0,0,2,53,0,7,2,2023-04-25
T-013,0,0,2,53,0,2,2,2023-11-15
T-013,0,0,2,53,0,4,2,2023-11-15
T-013,0,0,2,53,0,0,2,2023-05-22
T-013,0,0,2,53,0,6,2,2023-07-19
T-013,0,0,2,53,0,1,2,2023-09-19
T-013,0,0,2,53,0,1,2,2023-05-26
T-013,0,0,2,53,0,2,2,2023-01-05
T-013,0,0,2,53,0,2,2,2023-10-17
T-013,0,0,2,53,0,1,2,2023-07-23
T-013,0,0,2,53,0,3,2,2023-06-11
T-013,0,0,2,53,0,1,2,2023-12-22
T-013,0,0,2,53,0,8,2,2023-07-06
T-013,0,0,2,53,0,1,2,2023-04-24
T-013,0,0,2,53,0,1,2,2023-12-31
T-013,0,0,2,53,0,5,2,2023-03-01
T-013,0,0,2,53,0,4,2,2023-09-29
T-013,0,0,2,53,0,6,3,2023-07-25
T-013,0,0,2,53,0,0,3,2023-07-16
T-013,0,0,2,53,0,4,3,2023-11-03
T-013,0,0,2,53,0,3,3,2023-09-17
T-013,0,0,2,53,0,5,3,2023-10-09
T-013,0,0,2,53,0,8,3,2023-03-09
T-013,0,0,2,53,0,0,3,2023-04-04
T-013,0,0,2,53,0,3,3,2023-05-20
T-013,0,0,2,53,0,10,3,2023-03-30
T-013,0,0,2,53,0,7,3,2023-02-15
T-013,0,0,2,53,0,3,3,2023-05-11
T-013,0,0,2,53,0,8,3,2023-06-25
T-013,0,0,2,53,0,9,3,2023-01-19
T-013,0,0,2,53,0,4,3,2023-03-22
T-013,0,0,2,53,0,6,3,2023-09-28
T-013,0,0,2,53,0,5,3,2023-05-11
T-013,0,0,2,53,0,0,3,2023-05-21
T-013,0,0,2,53,0,9,3,2023-09-01
T-013,0,0,2,53,0,9,3,2023-11-20
T-013,0,0,2,53,0,1,3,2023-04-15
T-013,0,0,2,53,0,9,3,2023-10-27
T-013,0,0,2,53,0,0,3,2023-02-15
T-013,0,0,2,53,0,1,3,2023-10-20
T-013,0,0,2,53,0,4,3,2023-05-01
T-013,0,0,2,53,0,5,3,2023-05-02
T-013,0,0,2,53,0,1,3,2023-07-09
T-013,0,0,2,53,0,9,3,2023-08-12
T-013,0,0,2,53,0,5,3,2023-07-24
T-013,0,0,2,53,0,2,3,2023-10-23
T-013,0,0,2,53,0,1,3,2023-09-11
T-013,0,0,2,53,0,4,3,2023-06-02
T-013,0,0,2,53,0,1,3,2023-09-07
T-013,0,0,2,53,0,4,3,2023-07-18
T-013,0,0,2,53,0,2,3,2023-04-06
T-013,0,0,2,53,0,0,3,2023-04-08
T-013,0,0,2,53,0,7,3,2023-07-17
T-013,0,0,2,53,0,7,3,2023-02-06
T-013,0,0,2,53,0,4,3,2023-11-14
T-013,0,0,2,53,0,9,3,2023-11-16
T-013,0,0,2,53,0,2,3,2023-11-22
T-013,0,0,2,53,0,2,4,2023-11-20
T-013,0,0,2,53,0,5,4,2023-08-28
T-013,0,0,2,53,0,5,4,2023-10-24
T-013,0,0,2,53,0,8,4,2023-03-02
T-013,0,0,2,53,0,4,4,2023-09-18
T-013,0,0,2,53,0,6,4,2023-06-15
T-013,0,0,2,53,0,8,4,2023-03-01
T-013,0,0,2,53,0,5,4,2023-11-27
T-013,0,0,2,53,0,9,4,2023-12-22
T-013,0,0,2,53,0,3,4,2023-02-24
T-013,0,0,2,53,0,10,4,2023-09-26
T-013,0,0,2,53,0,7,4,2023-08-14
T-013,0,0,2,53,0,10,4,2023-12-06
T-013,0,0,2,53,0,5,4,2023-09-09
T-013,0,0,2,53,0,4,4,2023-12-03
T-013,0,0,2,53,0,4,4,2023-12-06
T-013,0,0,2,53,0,6,4,2023-08-26
T-013,0,0,2,53,0,8,4,2023-01-26
T-013,0,0,2,53,0,9,4,2023-05-25
T-013,0,0,2,53,0,1,4,2023-02-06
T-013,0,0,2,53,0,8,4,2023-01-15
T-013,0,0,2,53,0,5,4,2023-11-24
T-013,0,0,2,53,0,5,4,2023-06-02
T-013,0,0,2,53,0,2,4,2023-03-18
T-013,0,0,2,53,0,0,4,2023-09-18
T-013,0,0,2,53,0,8,4,2023-10-28
T-013,0,0,2,53,0,4,4,2023-12-09
T-013,0,0,2,53,0,10,4,2023-09-07
T-013,0,0,2,53,0,4,4,2023-06-20
T-013,0,0,2,53,0,9,4,2023-10-08
T-013,0,0,2,53,0,5,4,2023-12-29
T-013,0,0,2,53,0,2,4,2023-11-30
T-013,0,0,2,53,0,2,4,2023-11-11
T-013,0,0,2,53,0,1,4,2023-07-25
T-013,0,0,2,53,0,9,4,2023-06-21
T-013,0,0,2,53,0,9,4,2023-07-15
T-013,0,0,2,53,0,4,4,2023-10-02
T-013,0,0,2,53,0,4,4,2023-05-16
T-013,0,0,2,53,0,10,4,2023-09-18
T-013,0,0,2,53,0,9,4,2023-06-11
T-014,0,0,1,46,0,3,1,2023-08-19
T-014,0,0,1,46,0,3,1,2023-12-26
T-014,0,0,1,46,0,6,1,2023-07-12
T-014,0,0,1,46,0,4,1,2023-05-07
T-014,0,0,1,46,0,3,1,2023-12-06
T-014,0,0,1,46,0,4,1,2023-08-05
T-014,0,0,1,46,0,1,1,2023-08-01
T-014,0,0,1,46,0,9,1,2023-05-04
T-014,0,0,1,46,0,0,1,2023-02-26
T-014,0,0,1,46,0,0,1,2023-10-07
T-014,0,0,1,46,0,10,1,2023-03-29
T-014,0,0,1,46,0,6,1,2023-09-23
T-014,0,0,1,46,0,10,1,2023-11-10
T-014,0,0,1,46,0,5,1,2023-08-13
T-014,0,0,1,46,0,7,1,2023-08-06
T-014,0,0,1,46,0,10,1,2023-07-03
T-014,0,0,1,46,0,3,1,2023-08-02
T-014,0,0,1,46,0,1,1,2023-01-05
T-014,0,0,1,46,0,4,1,2023-07-27
T-014,0,0,1,46,0,7,1,2023-07-24
T-014,0,0,1,46,0,10,1,2023-10-06
T-014,0,0,1,46,0,6,1,2023-07-05
T-014,0,0,1,46,0,3,1,2023-08-27
T-014,0,0,1,46,0,2,1,2023-05-29
T-014,0,0,1,46,0,7,1,2023-12-20
T-014,0,0,1,46,0,5,1,2023-06-04
T-014,0,0,1,46,0,0,1,2023-11-13
T-014,0,0,1,46,0,0,1,2023-09-15
T-014,0,0,1,46,0,2,1,2023-04-14
T-014,0,0,1,46,0,5,1,2023-10-20
T-014,0,0,1,46,0,0,1,2023-02-07
T-014,0,0,1,46,0,1,1,2023-04-10
T-014,0,0,1,46,0,9,1,2023-01-21
T-014,0,0,1,46,0,8,1,2023-01-08
T-014,0,0,1,46,0,3,1,2023-06-09
T-014,0,0,1,46,0,1,1,2023-05-10
T-014,0,0,1,46,0,3,1,2023-08-22
T-014,0,0,1,46,0,2,1,2023-03-23
T-014,0,0,1,46,0,7,1,2023-10-02
T-014,0,0,1,46,0,2,1,2023-11-06
T-014,0,0,1,46,0,10,2,2023-03-29
T-014,0,0,1,46,0,10,2,2023-04-18
T-014,0,0,1,46,0,3,2,2023-01-29
T-014,0,0,1,46,0,3,2,2023-03-10
T-014,0,0,1,46,0,2,2,2023-08-07
T-014,0,0,1,46,0,2,2,2023-08-15
T-014,0,0,1,46,0,8,2,2023-10-08
T-014,0,0,1,46,0,5,2,2023-06-30
T-014,0,0,1,46,0,6,2,2023-02-14
T-014,0,0,1,46,0,7,2,2023-12-26
T-014,0,0,1,46,0,5,2,2023-11-09
T-014,0,0,1,46,0,4,2,2023-01-19
T-014,0,0,1,46,0,6,2,2023-05-01
T-014,0,0,1,46,0,7,2,2023-03-24
T-014,0,0,1,46,0,10,2,2023-06-01
T-014,0,0,1,46,0,8,2,2023-05-26
T-014,0,0,1,46,0,4,2,2023-10-16
T-014,0,0,1,46,0,9,2,2023-03-26
T-014,0,0,1,46,0,4,2,2023-06-21
T-014,0,0,1,46,0,2,2,2023-10-12
T-014,0,0,1,46,0,9,2,2023-08-20
T-014,0,0,1,46,0,6,2,2023-06-27
T-014,0,0,1,46,0,3,2,2023-08-13
T-014,0,0,1,46,0,6,2,2023-11-22
T-014,0,0,1,46,0,3,2,2023-07-06
T-014,0,0,1,46,0,3,2,2023-02-26
T-014,0,0,1,46,0,8,2,2023-05-24
T-014,0,0,1,46,0,10,2,2023-01-14
T-014,0,0,1,46,0,0,2,2023-03-13
T-014,0,0,1,46,0,2,2,2023-12-02
T-014,0,0,1,46,0,4,2,2023-10-15
T-014,0,0,1,46,0,8,2,2023-08-07
T-014,0,0,1,46,0,4,2,2023-12-29
T-014,0,0,1,46,0,10,2,2023-07-13
T-014,0,0,1,46,0,6,2,2023-12-19
T-014,0,0,1,46,0,2,2,2023-07-28
T-014,0,0,1,46,0,10,2,2023-06-26
T-014,0,0,1,46,0,9,2,2023-01-06
T-014,0,0,1,46,0,0,2,2023-04-15
T-014,0,0,1,46,0,10,2,2023-02-02
T-014,0,0,1,46,0,5,3,2023-10-31
T-014,0,0,1,46,0,0,3,2023-06-16
T-014,0,0,1,46,0,4,3,2023-09-20
T-014,0,0,1,46,0,9,3,2023-07-30
T-014,0,0,1,46,0,2,3,2023-10-21
T-014,0,0,1,46,0,10,3,2023-03-31
T-014,0,0,1,46,0,10,3,2023-06-12
T-014,0,0,1,46,0,4,3,2023-05-26
T-014,0,0,1,46,0,5,3,2023-02-17
T-014,0,0,1,46,0,7,3,2023-08-22
T-014,0,0,1,46,0,1,3,2023-02-14
T-014,0,0,1,46,0,8,3,2023-11-28
T-014,0,0,1,46,0,9,3,2023-01-27
T-014,0,0,1,46,0,6,3,2023-08-14
T-014,0,0,1,46,0,4,3,2023-01-31
T-014,0,0,1,46,0,8,3,2023-11-05
T-014,0,0,1,46,0,4,3,2023-05-17
T-014,0,0,1,46,0,6,3,2023-02-26
T-014,0,0,1,46,0,1,3,2023-01-11
T-014,0,0,1,46,0,6,3,2023-05-31
T-014,0,0,1,46,0,7,3,2023-12-16
T-014,0,0,1,46,0,5,3,2023-05-19
T-014,0,0,1,46,0,5,3,2023-11-13
T-014,0,0,1,46,0,0,3,2023-01-19
T-014,0,0,1,46,0,4,3,2023-10-05
T-014,0,0,1,46,0,4,3,2023-11-03
T-014,0,0,1,46,0,3,3,2023-11-27
T-014,0,0,1,46,0,7,3,2023-02-28
T-014,0,0,1,46,0,0,3,2023-05-11
T-014,0,0,1,46,0,2,3,2023-05-14
T-014,0,0,1,46,0,6,3,2023-08-17
T-014,0,0,1,46,0,3,3,2023-10-12
T-014,0,0,1,46,0,9,3,2023-03-21
T-014,0,0,1,46,0,6,3,2023-04-07
T-014,0,0,1,46,0,0,3,2023-02-13
T-014,0,0,1,46,0,10,3,2023-08-22
T-014,0,0,1,46,0,2,3,2023-01-25
T-014,0,0,1,46,0,5,3,2023-03-02
T-014,0,0,1,46,0,10,3,2023-02-14
T-014,0,0,1,46,0,10,3,2023-07-05
T-014,0,0,1,46,0,2,4,2023-07-16
T-014,0,0,1,46,0,0,4,2023-04-27
T-014,0,0,1,46,0,0,4,2023-12-23
T-014,0,0,1,46,0,3,4,2023-11-05
T-014,0,0,1,46,0,2,4,2023-10-10
T-014,0,0,1,46,0,2,4,2023-09-01
T-014,0,0,1,46,0,8,4,2023-02-15
T-014,0,0,1,46,0,10,4,2023-11-28
T-014,0,0,1,46,0,2,4,2023-11-19
T-014,0,0,1,46,0,2,4,2023-01-01
T-014,0,0,1,46,0,5,4,2023-05-08
T-014,0,0,1,46,0,8,4,2023-12-25
T-014,0,0,1,46,0,1,4,2023-03-16
T-014,0,0,1,46,0,10,4,2023-10-26
T-014,0,0,1,46,0,4,4,2023-02-25
T-014,0,0,1,46,0,8,4,2023-08-23
T-014,0,0,1,46,0,6,4,2023-11-08
T-014,0,0,1,46,0,3,4,2023-05-13
T-014,0,0,1,46,0,8,4,2023-07-24
T-014,0,0,1,46,0,7,4,2023-10-31
T-014,0,0,1,46,0,0,4,2023-10-30
T-014,0,0,1,46,0,2,4,2023-01-21
T-014,0,0,1,46,0,10,4,2023-08-08
T-014,0,0,1,46,0,9,4,2023-02-08
T-014,0,0,1,46,0,8,4,2023-10-28
T-014,0,0,1,46,0,7,4,2023-09-18
T-014,0,0,1,46,0,0,4,2023-07-10
T-014,0,0,1,46,0,2,4,2023-10-22
T-014,0,0,1,46,0,8,4,2023-10-31
T-014,0,0,1,46,0,1,4,2023-10-05
